====================================================================================
                             RAISED FLOOR LAYOUT REPORT                             
====================================================================================
Generated on: Tue Nov 18 17:21:23 2025


------------------------------------------------------------------------------------
                                     TILES LIST                                     
------------------------------------------------------------------------------------
ID    | Center X (mm)     | Center Y (mm)     | Width (mm)     | Length (mm)    | Is Cut  
------------------------------------------------------------------------------------------
1     | 300.00            | 300.00            | 600.00         | 600.00         | No      
2     | 900.00            | 300.00            | 600.00         | 600.00         | No      
3     | 1500.00           | 300.00            | 600.00         | 600.00         | No      
4     | 2100.00           | 300.00            | 600.00         | 600.00         | No      
5     | 2700.00           | 300.00            | 600.00         | 600.00         | No      
6     | 3300.00           | 300.00            | 600.00         | 600.00         | No      
7     | 3900.00           | 300.00            | 600.00         | 600.00         | No      
8     | 4500.00           | 300.00            | 600.00         | 600.00         | No      
9     | 4900.00           | 300.00            | 200.00         | 600.00         | Yes     
10    | 300.00            | 900.00            | 600.00         | 600.00         | No      
11    | 900.00            | 900.00            | 600.00         | 600.00         | No      
12    | 1500.00           | 900.00            | 600.00         | 600.00         | No      
13    | 2100.00           | 900.00            | 600.00         | 600.00         | No      
14    | 2700.00           | 900.00            | 600.00         | 600.00         | No      
15    | 3300.00           | 900.00            | 600.00         | 600.00         | No      
16    | 3900.00           | 900.00            | 600.00         | 600.00         | No      
17    | 4500.00           | 900.00            | 600.00         | 600.00         | No      
18    | 4900.00           | 900.00            | 200.00         | 600.00         | Yes     
19    | 300.00            | 1500.00           | 600.00         | 600.00         | No      
20    | 900.00            | 1500.00           | 600.00         | 600.00         | No      
21    | 1500.00           | 1500.00           | 600.00         | 600.00         | No      
22    | 2100.00           | 1500.00           | 600.00         | 600.00         | No      
23    | 2700.00           | 1500.00           | 600.00         | 600.00         | No      
24    | 3300.00           | 1500.00           | 600.00         | 600.00         | No      
25    | 3900.00           | 1500.00           | 600.00         | 600.00         | No      
26    | 4500.00           | 1500.00           | 600.00         | 600.00         | No      
27    | 4900.00           | 1500.00           | 200.00         | 600.00         | Yes     
28    | 300.00            | 2100.00           | 600.00         | 600.00         | No      
29    | 900.00            | 2100.00           | 600.00         | 600.00         | No      
30    | 1500.00           | 2100.00           | 600.00         | 600.00         | No      
31    | 2100.00           | 2100.00           | 600.00         | 600.00         | No      
32    | 2700.00           | 2100.00           | 600.00         | 600.00         | No      
33    | 3300.00           | 2100.00           | 600.00         | 600.00         | No      
34    | 3900.00           | 2100.00           | 600.00         | 600.00         | No      
35    | 4500.00           | 2100.00           | 600.00         | 600.00         | No      
36    | 4900.00           | 2100.00           | 200.00         | 600.00         | Yes     
37    | 300.00            | 2700.00           | 600.00         | 600.00         | No      
38    | 900.00            | 2700.00           | 600.00         | 600.00         | No      
39    | 1500.00           | 2700.00           | 600.00         | 600.00         | No      
40    | 2100.00           | 2700.00           | 600.00         | 600.00         | No      
41    | 2700.00           | 2700.00           | 600.00         | 600.00         | No      
42    | 3300.00           | 2700.00           | 600.00         | 600.00         | No      
43    | 3900.00           | 2700.00           | 600.00         | 600.00         | No      
44    | 4500.00           | 2700.00           | 600.00         | 600.00         | No      
45    | 4900.00           | 2700.00           | 200.00         | 600.00         | Yes     
46    | 300.00            | 3300.00           | 600.00         | 600.00         | No      
47    | 900.00            | 3300.00           | 600.00         | 600.00         | No      
48    | 1500.00           | 3300.00           | 600.00         | 600.00         | No      
49    | 2100.00           | 3300.00           | 600.00         | 600.00         | No      
50    | 2700.00           | 3300.00           | 600.00         | 600.00         | No      
51    | 3300.00           | 3300.00           | 600.00         | 600.00         | No      
52    | 3900.00           | 3300.00           | 600.00         | 600.00         | No      
53    | 4500.00           | 3300.00           | 600.00         | 600.00         | No      
54    | 4900.00           | 3300.00           | 200.00         | 600.00         | Yes     
55    | 300.00            | 3800.00           | 600.00         | 400.00         | Yes     
56    | 900.00            | 3800.00           | 600.00         | 400.00         | Yes     
57    | 1500.00           | 3800.00           | 600.00         | 400.00         | Yes     
58    | 2100.00           | 3800.00           | 600.00         | 400.00         | Yes     
59    | 2700.00           | 3800.00           | 600.00         | 400.00         | Yes     
60    | 3300.00           | 3800.00           | 600.00         | 400.00         | Yes     
61    | 3900.00           | 3800.00           | 600.00         | 400.00         | Yes     
62    | 4500.00           | 3800.00           | 600.00         | 400.00         | Yes     
63    | 4900.00           | 3800.00           | 200.00         | 400.00         | Yes     



------------------------------------------------------------------------------------
                             SUPPORTS (PEDESTALS) LIST                              
------------------------------------------------------------------------------------
ID    | Position X (mm)   | Position Y (mm)   | Base Z (mm)     | Height (mm) 
------------------------------------------------------------------------------
1     | 49.50             | 49.50             | -49.26          | 239.26      
2     | 3573.77           | 58.17             | 22.35           | 167.65      
3     | 1173.77           | 58.17             | -25.65          | 215.65      
4     | 1773.77           | 58.17             | -13.65          | 203.65      
5     | 2373.77           | 58.17             | -1.65           | 191.65      
6     | 573.77            | 58.17             | -37.65          | 227.65      
7     | 2973.77           | 58.17             | 10.35           | 179.65      
8     | 4173.77           | 58.17             | 34.35           | 155.65      
9     | 4977.86           | 66.41             | 50.11           | 139.89      
10    | 4772.94           | 76.06             | 46.54           | 143.46      
11    | 4957.59           | 565.79            | 55.30           | 134.70      
12    | 58.17             | 573.77            | -43.30          | 233.30      
13    | 575.25            | 575.25            | -32.00          | 222.00      
14    | 1175.25           | 575.25            | -20.00          | 210.00      
15    | 1775.25           | 575.25            | -8.00           | 198.00      
16    | 2375.25           | 575.25            | 4.00            | 186.00      
17    | 2975.25           | 575.25            | 16.00           | 174.00      
18    | 3575.25           | 575.25            | 28.00           | 162.00      
19    | 4175.25           | 575.25            | 40.00           | 150.00      
20    | 4775.25           | 575.25            | 52.00           | 138.00      
21    | 4957.59           | 1165.79           | 61.30           | 128.70      
22    | 58.17             | 1173.77           | -37.30          | 227.30      
23    | 575.25            | 1175.25           | -26.00          | 216.00      
24    | 1175.25           | 1175.25           | -14.00          | 204.00      
25    | 1775.25           | 1175.25           | -2.00           | 192.00      
26    | 2375.25           | 1175.25           | 10.00           | 180.00      
27    | 2975.25           | 1175.25           | 22.00           | 168.00      
28    | 3575.25           | 1175.25           | 34.00           | 156.00      
29    | 4175.25           | 1175.25           | 46.00           | 144.00      
30    | 4775.25           | 1175.25           | 58.00           | 132.00      
31    | 4957.59           | 1765.79           | 67.30           | 122.70      
32    | 58.17             | 1773.77           | -31.30          | 221.30      
33    | 575.25            | 1775.25           | -20.00          | 210.00      
34    | 1175.25           | 1775.25           | -8.00           | 198.00      
35    | 1775.25           | 1775.25           | 4.00            | 186.00      
36    | 2375.25           | 1775.25           | 16.00           | 174.00      
37    | 2975.25           | 1775.25           | 28.00           | 162.00      
38    | 3575.25           | 1775.25           | 40.00           | 150.00      
39    | 4175.25           | 1775.25           | 52.00           | 138.00      
40    | 4775.25           | 1775.25           | 64.00           | 126.00      
41    | 4957.59           | 2365.79           | 73.30           | 116.70      
42    | 58.17             | 2373.77           | -25.30          | 215.30      
43    | 575.25            | 2375.25           | -14.00          | 204.00      
44    | 1775.25           | 2375.25           | 10.00           | 180.00      
45    | 2375.25           | 2375.25           | 22.00           | 168.00      
46    | 2975.25           | 2375.25           | 34.00           | 156.00      
47    | 1175.25           | 2375.25           | -2.00           | 192.00      
48    | 3575.25           | 2375.25           | 46.00           | 144.00      
49    | 4175.25           | 2375.25           | 58.00           | 132.00      
50    | 4775.25           | 2375.25           | 70.00           | 120.00      
51    | 4957.59           | 2965.79           | 79.30           | 110.70      
52    | 58.17             | 2973.77           | -19.30          | 209.30      
53    | 1775.25           | 2975.25           | 16.00           | 174.00      
54    | 2975.25           | 2975.25           | 40.00           | 150.00      
55    | 3575.25           | 2975.25           | 52.00           | 138.00      
56    | 4175.25           | 2975.25           | 64.00           | 126.00      
57    | 4775.25           | 2975.25           | 76.00           | 114.00      
58    | 575.25            | 2975.25           | -8.00           | 198.00      
59    | 1175.25           | 2975.25           | 4.00            | 186.00      
60    | 2375.25           | 2975.25           | 28.00           | 162.00      
61    | 4956.96           | 3565.78           | 85.29           | 104.71      
62    | 62.28             | 3573.58           | -13.21          | 203.21      
63    | 575.25            | 3575.25           | -2.00           | 192.00      
64    | 1175.25           | 3575.25           | 10.00           | 180.00      
65    | 1775.25           | 3575.25           | 22.00           | 168.00      
66    | 2375.25           | 3575.25           | 34.00           | 156.00      
67    | 2975.25           | 3575.25           | 46.00           | 144.00      
68    | 3575.25           | 3575.25           | 58.00           | 132.00      
69    | 4175.25           | 3575.25           | 70.00           | 120.00      
70    | 4775.25           | 3575.25           | 82.00           | 108.00      
71    | 4768.80           | 3936.62           | 85.52           | 104.48      
72    | 569.33            | 3948.13           | 1.65            | 188.35      
73    | 1169.33           | 3948.13           | 13.65           | 176.35      
74    | 1769.33           | 3948.13           | 25.65           | 164.35      
75    | 2369.33           | 3948.13           | 37.65           | 152.35      
76    | 2969.33           | 3948.13           | 49.65           | 140.35      
77    | 3569.33           | 3948.13           | 61.65           | 128.35      
78    | 4169.33           | 3948.13           | 73.65           | 116.35      
79    | 58.24             | 3961.17           | -9.61           | 199.61      



